"ESTU","CUES","CCAA","PROV","MUN","TAMUNI","CAPITAL","DISTR","SECCION","ENTREV","P0","P0A","P1","P2","P3","P4","P5","P6","P7","P8","P901","P902","P903","P1001","P1002","P1003","P11","P11A","P12","P13","P14","P14A","P15","P15A","P16","P16A","P1701","P1702","P1703","P1704","P1705","P1706","P18","P1901","P1902","P1903","P1904","P1905","P1906","P20","P20A","P21","P22","P23","P24","P2501","P2502","P2503","P2504","P2505","P2506","P26","P27","P27A","P27B","P27C","P27D","P27E","P27F","P28","P29","P30","P31","P32","P32A","P33","P33A","P34","P34A","P35","P36","P37","P38","P38A","P39","P40","P41","P42","P4301","P4302","P4303","P4304","P4305","P4401","P4402","P4403","P4404","P4405","P4501","P4502","P4503","P4504","P4505","P46","P47","P48","P49","I1","I2","I3","I4","I5","I6","I7","I8","I9","E101","E102","E103","E2","E3","E4","C1","C1A","C2","C2A","C2B","C3","C4","P20R","P20AR","P21R","VOTOSIMG","P27AR","RECUERDO","P29R","P27DR","ESTUDIOS","OCUMAR11","RAMA09","CONDICION11","ESTATUS"
3247,607,9,8,0,4,3,0,0,0,1,NA,3,2,1,3,2,3,1,1,45,19,9,45,9,99,8,4,5,4,2,NA,2,3,2,3,1,5,98,7,4,6,5,6,0,0,8,98,0,9,8,NA,4,4,3,4,10,10,2,2,10,3,1,9,3,1,NA,NA,NA,2,9,2,60,3,9,2,2,3,1,1,2,223,1,1,85,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,7,999,11,22,999,4,10,1,999,8,5,19,3,21,3,1,NA,1,NA,NA,1,0,9,8,NA,9,9,9,9,NA,6,2,4,8,1
3247,608,9,8,0,4,3,0,0,0,1,NA,4,3,3,3,3,4,3,3,45,8,22,8,45,99,1,3,5,4,1,1,1,4,2,4,4,8,3,5,7,6,4,0,9,7,0,0,0,1,4,NA,2,3,9,3,8,8,1,1,9,1,1,1,1,1,NA,NA,NA,2,1,1,51,3,11,2,2,1,NA,1,1,351,4,NA,46,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,6,999,12,18,999,3,999,1,999,8,5,19,3,23,3,1,NA,1,NA,NA,1,0,1,4,NA,1,1,1,1,NA,6,3,4,3,2
3247,609,9,8,0,4,3,0,0,0,1,NA,2,1,1,2,1,2,1,1,11,1,99,48,8,22,6,98,3,4,2,NA,2,3,2,2,1,5,8,9,7,10,5,9,0,5,8,8,0,2,3,NA,4,1,3,3,10,10,3,3,10,1,1,2,1,1,NA,NA,NA,2,2,2,39,3,11,2,1,1,NA,2,1,353,4,NA,68,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,8,999,19,18,999,17,15,4,4,8,5,19,3,23,3,2,1,1,NA,NA,1,0,2,6,NA,2,2,2,2,NA,6,3,4,3,2
3247,610,9,8,121,5,3,0,0,0,1,NA,4,1,8,2,2,5,1,3,1,11,99,6,99,99,8,99,2,5,1,21,1,3,2,3,1,1,8,8,1,5,3,0,0,0,5,5,0,9,8,NA,5,5,5,5,10,10,3,3,10,1,1,9,1,1,NA,NA,NA,2,9,2,77,3,2,2,3,1,NA,1,2,530,4,NA,47,99,99,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,1,2,8,999,999,999,999,999,999,9,5,19,4,15,1,1,NA,1,NA,NA,1,0,9,8,NA,9,9,9,9,NA,2,5,4,8,3
3247,611,9,8,121,5,3,0,0,0,1,NA,5,2,8,3,2,5,3,3,11,13,99,97,99,99,98,98,2,5,2,NA,1,5,1,NA,1,1,1,1,1,1,7,0,0,0,0,0,0,8,96,NA,4,3,3,6,9,9,98,98,10,2,1,8,1,1,NA,NA,NA,1,8,2,60,3,6,4,NA,1,NA,2,4,332,1,3,47,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,2,999,17,1,999,999,1,999,999,9,5,19,4,16,1,1,NA,1,NA,NA,1,0,8,96,NA,8,8,8,8,NA,4,3,4,9,1
3247,612,9,8,121,5,3,0,0,0,1,NA,5,3,2,3,2,3,3,2,13,8,24,12,8,1,4,99,2,4,2,NA,2,5,2,3,1,1,3,5,1,3,3,2,0,0,5,5,0,8,3,NA,5,4,3,5,8,7,3,3,10,3,1,8,1,1,NA,NA,NA,2,19,1,39,3,6,6,NA,2,3,2,3,372,1,3,93,6,3,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,3,5,33,2,999,999,999,2,1,9,5,19,4,13,2,1,NA,1,NA,NA,1,0,8,6,NA,8,8,8,95,NA,4,3,4,8,1
3247,613,9,8,121,5,3,0,0,0,1,NA,5,3,2,4,2,5,2,8,13,11,8,1,99,99,98,98,5,4,2,NA,2,98,8,NA,4,4,98,1,4,4,8,1,1,2,0,0,1,98,NA,97,3,2,6,4,8,8,1,1,10,3,1,99,NA,NA,NA,NA,NA,1,97,2,33,3,4,4,NA,2,1,2,4,442,1,3,61,98,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,4,999,6,1,1,1,7,999,999,9,5,19,4,14,2,1,NA,1,NA,NA,1,0,98,NA,97,97,99,99,97,NA,3,4,4,9,2
3247,614,9,8,121,5,3,0,0,0,1,NA,3,1,2,3,1,4,2,2,33,11,99,16,99,99,4,9,4,4,2,NA,1,3,2,3,1,1,1,1,1,1,6,3,0,0,3,3,0,17,96,NA,5,3,1,5,10,8,3,2,10,5,5,NA,NA,NA,NA,NA,1,2,97,2,23,3,4,6,NA,2,3,2,4,293,2,3,90,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,5,999,14,999,999,999,7,999,999,9,5,19,4,16,2,1,NA,1,NA,NA,1,0,17,96,NA,17,NA,97,97,NA,3,2,4,9,1
3247,615,9,8,121,5,3,0,0,0,1,NA,5,2,3,4,3,5,3,3,16,11,9,8,99,99,11,99,2,4,2,NA,1,2,2,3,2,2,1,2,3,4,3,3,0,0,4,2,0,8,3,NA,5,5,2,5,10,10,3,2,10,1,1,8,1,1,NA,NA,NA,1,8,1,34,3,6,5,NA,2,2,1,1,512,1,3,56,98,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,6,999,10,999,999,999,15,999,999,9,5,19,4,19,2,1,NA,1,NA,NA,1,0,8,6,NA,8,8,8,8,NA,4,5,4,7,4
3247,616,9,8,121,5,3,0,0,0,1,NA,4,3,1,2,1,5,3,3,11,13,99,97,99,99,7,99,1,5,2,NA,2,3,1,NA,1,1,98,4,1,2,3,0,0,0,7,9,0,5,3,NA,4,3,3,6,10,10,4,2,10,2,1,8,1,1,NA,NA,NA,1,8,2,41,3,7,4,NA,1,NA,3,1,411,1,3,30,8,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,7,999,3,999,999,999,3,999,999,9,5,19,4,15,2,2,1,1,NA,NA,1,0,6,6,NA,6,8,8,8,NA,5,4,2,5,2
3247,617,9,8,0,2,3,0,0,0,1,NA,4,2,2,3,2,8,8,8,18,1,8,97,99,99,1,98,4,4,2,NA,2,2,1,NA,98,98,98,98,98,98,6,98,98,98,98,98,98,98,NA,97,4,5,8,5,10,9,4,98,10,3,1,99,NA,NA,NA,NA,NA,8,97,2,81,3,2,1,5,3,1,1,2,816,1,3,10,4,4,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,3,3,4,999,13,999,1,1,1,999,999,11,5,19,6,20,3,1,NA,1,NA,NA,1,0,98,NA,97,97,99,99,97,NA,2,8,2,8,4
3247,618,9,8,0,2,3,0,0,0,1,NA,5,2,3,3,1,5,2,3,96,8,99,97,99,99,3,98,2,4,1,95,4,NA,3,NA,1,1,97,5,1,1,6,0,0,0,0,0,0,62,9,NA,5,5,98,6,10,6,2,2,10,3,1,95,2,1,NA,NA,NA,2,9,1,20,3,6,4,NA,2,2,1,1,530,4,NA,47,6,3,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,6,999,11,999,1,999,4,999,999,11,5,19,6,15,3,1,NA,1,NA,NA,1,0,95,9,NA,95,95,95,9,NA,4,5,4,3,3
3247,619,9,8,0,2,3,0,0,0,1,NA,3,2,8,3,8,8,8,8,1,6,99,6,99,99,97,99,4,4,2,NA,8,NA,1,NA,98,98,98,98,98,98,6,98,98,98,98,98,98,98,NA,97,3,5,98,98,98,98,98,98,98,3,1,99,NA,NA,NA,NA,NA,8,97,1,76,2,NA,2,2,3,1,1,2,815,1,3,13,99,99,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,2,3,9,999,37,999,2,2,12,999,999,11,5,19,6,20,3,1,NA,1,NA,NA,1,0,98,NA,97,97,99,99,97,NA,1,8,2,8,4
3247,620,9,8,0,2,3,0,0,0,1,NA,4,2,2,4,1,4,2,2,1,11,99,97,99,99,8,9,2,4,2,NA,2,3,2,3,1,1,97,6,1,2,3,3,0,0,7,5,0,8,3,NA,5,3,3,5,10,10,3,3,10,1,1,8,1,1,NA,NA,NA,1,8,1,57,3,7,5,NA,1,NA,1,1,361,1,3,64,7,6,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,8,999,9,999,1,1,8,999,999,11,5,19,6,15,3,1,NA,1,NA,NA,1,0,8,6,NA,8,8,8,8,NA,5,3,4,2,2
3247,621,9,8,0,2,3,0,0,0,1,NA,5,2,2,3,2,4,2,2,45,1,8,97,99,99,99,98,1,4,2,NA,2,3,2,1,1,1,2,5,1,5,6,5,0,0,5,5,0,8,2,NA,5,4,3,7,10,10,3,3,10,1,1,8,1,1,NA,NA,NA,1,8,1,48,3,7,4,NA,5,2,1,1,981,1,3,14,5,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,2,999,13,999,2,4,1,999,999,11,5,19,6,15,3,1,NA,1,NA,NA,1,0,8,2,NA,8,8,8,8,NA,5,9,2,7,5
3247,622,9,8,0,2,3,0,0,0,1,NA,3,2,1,2,2,3,2,1,16,1,13,97,99,99,97,99,5,3,2,NA,8,NA,1,NA,97,3,97,5,4,6,5,7,0,0,0,7,0,2,97,NA,5,4,98,4,6,6,4,4,10,4,1,2,4,1,NA,NA,NA,1,2,2,46,3,7,6,NA,2,1,1,1,740,1,3,45,99,99,1,1,NA,NA,NA,NA,"40 ","41 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,2,1,999,2,999,999,999,999,3,1,11,5,19,6,15,2,1,NA,1,NA,NA,1,0,2,97,NA,2,2,2,2,NA,5,7,4,6,4
3247,623,9,8,0,2,3,0,0,0,1,NA,2,2,2,3,3,3,3,2,8,1,15,8,98,99,8,10,2,4,1,2,2,2,2,2,2,1,5,7,2,5,3,5,0,0,5,5,0,2,3,NA,5,4,3,5,8,9,3,5,10,3,1,2,1,1,NA,NA,NA,2,3,1,40,3,7,2,9,2,3,1,1,843,1,3,49,7,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,2,3,999,10,1,1,1,1,1,999,11,5,19,6,15,2,1,NA,1,NA,NA,1,0,2,6,NA,2,2,2,3,NA,5,8,4,6,4
3247,624,9,8,0,2,3,0,0,0,1,NA,4,2,2,4,2,4,2,8,8,13,98,12,8,98,98,98,5,8,8,NA,8,NA,8,NA,97,98,97,98,98,98,8,6,0,0,0,0,0,2,98,NA,5,5,98,98,98,98,98,98,98,2,1,2,1,1,NA,NA,NA,8,2,2,72,2,NA,2,2,1,NA,2,2,783,1,3,14,5,3,2,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,2,2,5,999,8,2,2,1,4,999,999,11,5,19,6,15,3,1,NA,1,NA,NA,1,0,2,98,NA,2,2,2,2,NA,1,7,2,8,4
3247,625,9,8,0,2,3,0,0,0,1,NA,3,2,8,3,8,4,3,8,15,6,16,12,6,98,10,98,7,4,2,NA,4,NA,8,NA,97,1,97,1,1,5,5,5,0,0,5,98,0,8,9,NA,5,3,5,98,98,98,98,98,10,2,1,9,1,1,NA,NA,NA,1,8,2,58,3,5,2,3,1,NA,2,1,921,1,3,81,7,3,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,2,7,999,5,999,999,999,2,999,999,11,5,19,6,15,3,1,NA,1,NA,NA,1,0,8,9,NA,8,9,9,8,NA,5,9,4,7,5
3247,626,9,8,279,5,3,0,0,0,1,NA,3,2,1,2,2,2,2,2,13,5,35,35,99,99,2,5,1,4,2,NA,4,NA,2,4,5,5,5,5,5,5,5,4,5,7,3,3,7,98,NA,98,3,3,7,5,6,7,3,3,9,3,1,99,NA,NA,NA,NA,NA,2,99,1,28,3,10,2,2,1,NA,3,1,592,1,1,84,8,6,1,NA,NA,NA,NA,NA,"27A","29 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,1,999,28,4,2,3,2,4,2,4,5,19,6,17,1,1,NA,1,NA,NA,1,0,98,NA,98,98,99,99,99,NA,6,5,4,7,2
3247,627,9,8,279,5,3,0,0,0,1,NA,2,2,8,3,2,3,2,2,1,45,98,97,99,99,2,8,1,4,2,NA,1,2,1,NA,1,1,97,5,1,6,5,5,0,0,5,98,0,9,8,NA,5,3,6,6,10,10,4,2,10,3,1,9,1,1,NA,NA,NA,2,9,2,69,3,11,2,4,1,NA,1,2,248,1,3,13,7,6,1,1,NA,NA,1,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,2,999,8,2,1,2,2,999,1,4,5,19,6,19,1,1,NA,1,NA,NA,1,0,9,8,NA,9,9,9,9,NA,6,2,2,8,1
3247,628,9,8,279,5,3,0,0,0,1,NA,3,3,3,3,3,5,3,1,13,8,3,13,8,99,4,9,1,5,1,8,1,5,2,2,1,1,2,5,1,5,5,4,0,0,1,1,0,8,9,NA,5,5,5,5,9,8,4,3,10,2,1,9,1,2,8,1,NA,2,9,1,70,3,6,2,1,1,NA,2,2,132,3,NA,70,7,5,1,1,NA,NA,NA,1,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",1,1,2,1,3,999,10,1,1,999,1,2,1,4,5,19,6,18,1,1,NA,1,NA,NA,1,0,8,9,NA,8,9,9,9,8,4,1,4,8,3
3247,629,9,8,279,5,3,0,0,0,1,NA,3,1,2,2,2,3,2,1,1,13,24,9,99,99,6,9,3,4,1,2,2,3,1,NA,1,1,2,4,3,5,5,7,0,1,3,4,0,2,3,NA,4,2,5,4,8,6,3,3,10,3,1,99,NA,NA,NA,NA,NA,1,2,2,33,3,9,6,NA,2,2,2,1,224,1,3,85,8,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,4,999,21,4,2,2,5,999,2,4,5,19,6,17,2,1,NA,1,NA,NA,1,0,2,6,NA,2,99,99,2,NA,6,2,4,2,1
3247,630,9,8,279,5,3,0,0,0,1,NA,5,2,3,5,2,5,2,2,11,25,1,9,11,99,8,4,1,5,1,8,1,2,2,3,1,1,5,5,1,2,3,0,0,0,3,5,0,8,9,NA,5,5,2,8,10,10,6,6,10,3,1,8,1,1,NA,NA,NA,1,12,1,46,3,13,5,NA,2,9,1,1,292,2,3,62,99,4,3,NA,NA,NA,NA,NA,"42 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,5,999,36,7,2,1,5,2,2,4,5,19,6,20,2,1,NA,1,NA,NA,1,0,8,9,NA,8,8,8,12,NA,6,2,4,2,1
3247,631,9,8,279,5,3,0,0,0,1,NA,4,3,2,3,2,5,2,2,1,13,8,8,1,29,4,8,2,4,1,8,1,3,1,NA,1,1,1,6,1,4,3,0,0,0,5,0,0,8,3,NA,5,5,3,8,10,10,6,2,10,1,1,8,1,1,NA,NA,NA,1,8,1,56,3,5,4,NA,2,1,1,4,430,2,3,69,3,3,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,6,999,13,3,1,2,4,1,1,4,5,19,6,18,2,1,NA,1,NA,NA,1,0,8,6,NA,8,8,8,8,NA,5,4,4,9,2
3247,632,9,8,279,5,3,0,0,0,1,NA,4,2,3,4,3,5,2,3,13,1,6,6,13,99,3,9,2,5,2,NA,2,98,2,3,1,2,2,1,2,1,6,0,0,0,0,0,0,9,97,NA,5,3,6,3,8,9,2,3,10,2,1,9,1,1,NA,NA,NA,1,9,2,35,3,13,2,1,1,NA,2,1,561,1,3,86,99,99,1,1,NA,NA,1,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,7,1,59,16,999,6,40,3,2,4,5,19,6,17,2,1,NA,1,NA,NA,1,0,9,97,NA,9,9,9,9,NA,6,5,4,7,2
3247,633,9,8,0,3,3,0,0,0,1,NA,2,2,2,3,1,5,2,2,45,11,13,97,99,99,97,99,99,5,2,NA,1,3,2,2,1,3,98,5,2,7,5,6,0,0,4,3,0,8,9,NA,5,4,5,4,9,9,3,98,10,2,1,8,3,1,NA,NA,NA,8,9,1,41,3,8,6,NA,1,NA,1,1,246,4,NA,43,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,1,2,11,4,8,6,999,999,999,7,5,19,2,16,1,1,NA,1,NA,NA,1,0,8,9,NA,8,8,8,9,NA,6,2,3,1,1
3247,634,9,8,0,3,3,0,0,0,1,NA,3,2,2,3,1,4,2,2,37,99,99,97,99,99,8,10,4,4,2,NA,1,3,2,8,1,1,98,1,1,1,6,0,0,0,0,0,0,8,2,NA,5,5,2,6,10,9,3,1,10,3,1,8,1,1,NA,NA,NA,2,8,1,25,3,10,6,NA,2,2,2,1,512,1,3,56,98,3,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,2,999,26,7,999,999,6,999,999,7,5,19,2,15,1,1,NA,1,NA,NA,1,0,8,2,NA,8,8,8,8,NA,6,5,4,7,4
3247,635,9,8,0,3,3,0,0,0,1,NA,5,3,3,3,2,5,2,2,11,13,16,22,6,12,10,5,1,5,2,NA,2,5,8,NA,1,1,1,1,1,1,6,0,0,0,0,0,0,8,17,NA,5,4,1,6,8,9,4,2,10,2,1,8,1,1,NA,NA,NA,1,8,2,50,3,6,4,NA,1,NA,3,1,225,1,3,85,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,3,999,22,20,1,1,11,999,999,7,5,19,2,15,2,1,NA,1,NA,NA,1,0,8,17,NA,8,8,8,8,NA,4,2,4,2,1
3247,636,9,8,0,3,3,0,0,0,1,NA,3,2,2,3,2,3,3,3,11,1,45,45,99,99,97,99,6,4,2,NA,1,98,1,NA,98,98,98,98,98,98,6,5,5,5,5,5,5,98,NA,97,3,3,99,98,98,98,98,98,98,3,1,99,NA,NA,NA,NA,NA,2,97,2,63,3,2,2,1,1,NA,2,2,752,1,3,13,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,4,999,999,999,999,999,999,999,999,7,5,19,2,16,2,1,NA,1,NA,NA,1,0,98,NA,97,97,99,99,97,NA,2,7,2,8,4
3247,637,9,8,0,3,3,0,0,0,1,NA,4,2,2,3,2,8,8,8,98,99,99,12,6,99,97,99,98,5,9,NA,8,NA,8,NA,98,98,97,98,98,98,8,99,99,99,99,99,99,98,NA,97,3,3,99,98,98,98,98,98,98,3,1,99,NA,NA,NA,NA,NA,8,97,2,65,3,2,2,2,1,NA,2,7,712,1,3,43,99,1,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,2,2,5,999,6,2,999,999,7,999,999,7,5,19,2,15,2,1,NA,1,NA,NA,1,0,98,NA,97,97,99,99,97,NA,2,7,3,11,4
3247,638,9,8,0,3,3,0,0,0,1,NA,3,2,2,2,2,3,2,2,11,99,99,22,99,99,97,99,3,5,2,NA,1,95,2,2,1,1,97,3,1,3,8,0,0,0,0,0,0,17,98,NA,5,4,99,98,98,98,98,98,98,6,1,8,3,1,NA,NA,NA,2,8,2,18,3,4,6,NA,2,2,2,6,411,1,3,64,98,1,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,3,2,6,999,31,7,999,999,23,999,999,7,5,19,2,15,3,1,NA,1,NA,NA,1,0,17,98,NA,17,8,8,8,NA,3,4,4,10,2
3247,639,9,8,0,3,3,0,0,0,1,NA,3,2,2,4,8,4,2,2,13,11,99,97,99,99,97,99,98,5,2,NA,1,95,2,1,5,5,1,5,5,5,2,7,5,8,6,5,5,4,1,NA,3,3,99,98,98,98,98,98,98,3,4,NA,NA,NA,NA,NA,NA,1,97,1,19,3,4,3,3,2,3,3,1,594,2,3,80,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,7,999,26,18,999,999,38,999,999,7,5,19,2,14,3,1,NA,1,NA,NA,1,0,4,1,NA,4,NA,97,97,NA,3,5,4,7,2
3247,640,9,8,0,3,3,0,0,0,1,NA,5,3,3,3,2,4,3,2,11,96,13,45,13,99,9,11,1,5,1,95,1,2,2,3,1,1,7,7,1,1,3,0,0,0,6,6,0,8,3,NA,5,5,1,8,10,10,2,2,10,3,1,8,3,1,NA,NA,NA,8,8,2,42,3,7,6,NA,2,3,3,1,361,1,1,84,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,8,999,3,21,999,999,43,999,999,7,5,19,2,16,3,2,1,1,NA,NA,1,0,8,6,NA,8,8,8,8,NA,5,3,4,2,2
3247,641,9,8,19,7,1,0,0,0,1,NA,4,2,8,3,1,4,3,2,96,13,99,45,13,99,8,99,99,9,2,NA,1,2,9,NA,98,1,98,1,1,6,5,0,0,0,0,0,0,8,97,NA,5,5,2,6,10,10,3,2,10,3,1,8,1,1,NA,NA,NA,8,8,2,81,3,2,2,1,3,1,1,2,783,1,3,14,5,5,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,1,999,13,5,2,999,1,999,999,6,5,19,1,13,2,1,NA,1,NA,NA,1,0,8,97,NA,8,8,8,8,NA,2,7,2,8,4
3247,642,9,8,19,7,1,0,0,0,1,NA,3,1,3,2,2,3,2,2,13,8,1,97,99,99,5,99,4,4,2,NA,2,3,1,NA,1,2,2,2,2,5,5,10,0,0,0,0,0,2,4,NA,3,1,1,1,10,8,4,6,10,2,1,2,1,1,NA,NA,NA,2,2,1,67,3,5,2,1,1,NA,1,2,511,1,3,56,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,2,999,1,999,999,999,999,999,999,6,5,19,1,13,2,1,NA,1,NA,NA,1,0,2,4,NA,2,2,2,2,NA,5,5,4,8,4
3247,643,9,8,19,7,1,0,0,0,1,NA,4,1,1,2,1,5,1,1,16,13,8,8,16,99,4,99,6,5,1,21,2,2,2,3,1,1,3,6,1,7,5,7,0,0,7,5,0,3,2,NA,4,4,3,4,9,9,1,1,10,3,1,8,2,1,NA,NA,NA,2,3,1,25,3,8,6,NA,2,2,1,1,246,1,3,49,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,3,999,6,2,999,2,1,999,999,6,5,19,1,14,2,1,NA,1,NA,NA,1,0,6,2,NA,6,8,8,3,NA,6,2,4,2,1
3247,644,9,8,19,7,1,0,0,0,1,NA,4,2,8,3,1,4,2,8,1,8,21,16,99,99,97,99,4,4,2,NA,1,5,9,NA,1,5,5,5,5,5,6,0,0,0,0,0,0,98,NA,17,5,7,1,7,9,9,4,3,10,3,1,95,4,1,NA,NA,NA,2,97,1,39,3,11,6,NA,2,3,1,1,259,1,1,84,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,4,999,17,5,3,4,2,999,999,6,5,19,1,14,2,1,NA,1,NA,NA,1,0,98,NA,17,17,95,95,97,NA,6,2,4,2,1
3247,645,9,8,19,7,1,0,0,0,2,341,3,2,8,3,1,3,2,8,8,16,99,97,99,99,1,99,7,3,8,NA,1,95,2,4,98,98,99,6,5,6,8,4,4,6,5,2,1,4,2,NA,3,7,99,98,98,98,98,98,98,2,1,4,1,1,NA,NA,NA,2,4,2,48,3,6,2,5,1,NA,1,1,910,1,3,97,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,5,999,19,13,4,3,5,999,999,6,5,19,1,14,3,1,NA,1,NA,NA,1,0,4,2,NA,4,4,4,4,NA,4,9,4,7,5
3247,646,9,8,19,7,1,0,0,0,1,NA,4,2,8,3,2,4,2,8,13,96,9,8,20,99,99,99,98,8,8,NA,8,NA,2,8,1,1,98,5,1,5,3,0,0,0,2,2,0,98,NA,97,4,5,3,6,9,8,3,2,10,3,1,8,1,1,NA,NA,NA,2,97,2,43,3,9,5,NA,5,1,1,1,511,1,3,56,99,99,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,3,2,6,999,14,13,4,3,8,999,999,6,5,19,1,13,3,1,NA,1,NA,NA,1,0,98,NA,97,97,8,8,97,NA,6,5,4,7,4
3247,647,9,8,19,7,1,0,0,0,1,NA,4,2,2,2,1,3,2,2,8,11,99,20,99,99,6,99,6,2,1,18,1,5,1,NA,4,5,98,7,4,7,3,8,0,0,8,6,0,2,3,NA,5,3,3,5,9,8,1,2,10,3,1,21,3,2,2,1,NA,1,3,2,26,3,11,2,1,2,3,1,1,248,1,3,59,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,7,999,16,8,2,5,6,999,999,6,5,19,1,13,3,1,NA,1,NA,NA,1,0,2,6,NA,2,6,6,3,2,6,2,4,2,1
